"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation"
"1","FIU_WQMP","200-W",0.0110575,0.0589310471663413,0.0530649669258872,0.355739307407159,59,0.369081626661017,0.1,1.35267,0.787240162439197
"2","FIU_WQMP","201-W",0.008005,0.0814814814814815,0.823660933656915,0.721186723488878,31,0.300449432419355,0.1,1.1211,0.776360362784846
"3","FIU_WQMP","203-W",0.00205375,0.00493827160493827,0.523731267906609,1,31,0.328775541612903,0.1,0.84,0.554035031971055
"4","FIU_WQMP","204-W",0.00674333333333334,0.106172839506173,0.890679458544636,0.721186723488878,32,NA,NA,NA,NA
"5","FIU_WQMP","206-W",0.00835625,0.167901234567901,0.428034556649328,0.405011594963776,31,0.306695285516129,0.1,0.84,0.455255369309133
"6","FIU_WQMP","207-W",0.00265362408333333,-0.037037037037037,0.495238843575348,0.63177228398084,31,0.298106824806452,0.1,0.8652,0.603642339596355
"7","FIU_WQMP","209-W",-0.00457285714285714,-0.210666666666667,0.663811312609483,0.64416722268371,30,NA,NA,NA,NA
"8","FIU_WQMP","210-W",0.00837866666666667,0.140740740740741,0.434156182501017,0.190691871827333,31,0.339820901548387,0.1,0.69438,0.470442289254013
"9","FIU_WQMP","211-W",0.00348999999999999,-0.0358974358974359,0.148534612563335,1,30,0.298665300866667,0.1,0.67,0.471897374703468
"10","FIU_WQMP","212-W",-0.0022175,-0.145679012345679,0.976715988950815,0.808824058118458,31,0.305567748935484,0.10658,0.9749,0.638005823735011
"11","FIU_WQMP","213-W",0.00458,0.0244963924963925,0.00906525426229754,0.706185481419088,59,NA,NA,NA,NA
"12","FIU_WQMP","214-W",0.001174,0.00493827160493827,0.12513991196034,0.628466277600143,31,0.271572040354839,0.10062,0.84,0.513047942511157
"13","FIU_WQMP","215-W",-0.00970833333333333,-0.353086419753086,0.797367380649414,0.146596136186762,31,NA,NA,NA,NA
"14","FIU_WQMP","216-W",0.0090875,0.150617283950617,0.788090764329553,0.467942959808144,31,0.319697830903226,0.1,0.76,0.533161520280858
