"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation"
"1","FIU_WQMP","200-W",0.00024,0.147869674185464,0.00174223666119255,0.456950619669564,45,0.00570822222222222,0.00084,0.02144,0.834578999730112
"2","FIU_WQMP","201-W",-0.000274166666666667,-0.181609195402299,0.0782161539352523,0.748195712957683,33,0.0109457575757576,0.0014,0.05701,1.09529045802851
"3","FIU_WQMP","203-W",0.000526666666666667,0.616666666666667,0.74653025230335,0.00128689190084622,33,0.00466060606060606,0.00084,0.02679,1.15606584034397
"4","FIU_WQMP","204-W",-0.000773095238095238,-0.266666666666667,0.243731763368296,0.171772777595712,34,0.0116717647058824,0.00179,0.05729,0.935466233633294
"5","FIU_WQMP","206-W",0.000526666666666667,0.645238095238095,0.683120454649406,0.000563067968224939,33,0.00377606060606061,0.00084,0.01882,0.994248458098545
"6","FIU_WQMP","207-W",-0.000150238095238095,-0.177011494252874,0.13406544494737,0.592627535251468,33,0.011010303030303,0.00084,0.06149,1.21205249082945
"7","FIU_WQMP","209-W",-0.0039725,-0.437037037037037,0.366745745369689,0.0101857837467203,32,0.040845,0.00439,0.17743,0.964029897148824
"8","FIU_WQMP","210-W",0.000471666666666667,0.538095238095238,0.703718893256696,0.00579703751713418,33,0.00343939393939394,0.00084,0.01182,0.605481064662352
"9","FIU_WQMP","211-W",-0.000721666666666667,-0.147619047619048,0.188194405888851,0.72609516183253,32,0.0167028125,0.00084,0.05057,0.922618723375408
"10","FIU_WQMP","212-W",0.00018,0.0114942528735632,0.227180915916394,0.664389443171999,33,0.00937818181818182,0.00084,0.04413,1.06704977124682
"11","FIU_WQMP","213-W",5e-05,0.248575498575499,0.373024286564485,0.657226518970838,45,0.00411288888888889,0.00084,0.01198,0.60781267963868
"12","FIU_WQMP","214-W",6.75e-05,0.0344827586206897,0.140761468666849,0.749119133000595,33,0.00782181818181818,0.0014,0.03763,1.20598538541632
"13","FIU_WQMP","215-W",1.39999999999999e-05,0.0551724137931034,0.212466460219559,0.915106034420506,33,0.00923848484848485,0.00123,0.03629,0.928502685178336
"14","FIU_WQMP","216-W",0.000394,0.485714285714286,0.236442251243194,0.0118004202683138,33,0.00440727272727273,0.00084,0.04314,1.6089360491324
"15","FIU_WQMP","217-W",0.000232142857142857,0.172413793103448,0.186917959596043,0.45554509378933,33,0.00937878787878788,0.00084,0.03825,1.00956395003374
"16","FIU_WQMP","218-W",0.000447,0.385185185185185,0.831823620618841,0.152771738657479,31,0.00364161290322581,0.00084,0.00796,0.492905983228953
"17","FIU_WQMP","219-W",0.000328333333333333,0.392857142857143,0.803110498688426,0.109067196597176,33,0.0039169696969697,0.00084,0.01096,0.639639151066945
"18","FIU_WQMP","220-W",-0.000201666666666667,0.0137931034482759,0.257652486625375,1,33,0.0110042424242424,0.00084,0.06185,1.36801728730388
"19","FIU_WQMP","222-W",0.00011625,0.137931034482759,0.252334378837037,0.400531258303998,33,0.00479272727272727,0.00084,0.02014,0.856607445704619
"20","FIU_WQMP","223-W",2.00000000000001e-05,0.109677419354839,0.320121029971609,1,33,0.0114787878787879,0.00084,0.08212,1.53251198071102
"21","FIU_WQMP","224-W",-0.000362380952380952,-0.172072072072072,0.293370597184855,0.412608927378886,40,0.0058,0.00084,0.02067,0.809450378303964
